GEOID,pred_evictions
421010301002,80.33333333333333
421010276001,61.875
421010004011,59.0
421010243002,53.285714285714285
421010268001,53.285714285714285
421010270002,53.285714285714285
421010353021,52.5
421010346001,46.0
421010300007,42.875
421010377002,42.875
421010257001,41.55555555555556
421010348021,41.55555555555556
421010373003,41.55555555555556
421010055003,40.0
421010188007,38.375
421010278002,38.375
421010206001,38.125
421010242002,38.125
421010273003,38.125
421010307001,38.125
421010238004,36.5
421010201013,32.666666666666664
421010305011,32.666666666666664
421010056001,32.5
421010122031,32.5
421010145001,32.5
421010166001,32.5
421010203002,32.5
421010361001,32.5
421010036003,32.4
421010140001,30.375
421010268002,30.375
421010302001,30.375
421010334004,30.375
421010067005,29.142857142857142
421010279021,29.142857142857142
421010337011,29.142857142857142
421010347021,29.142857142857142
421010201011,28.444444444444443
421010389001,28.444444444444443
421010293002,27.833333333333332
421010098021,27.5
421010177011,27.0
421010299001,27.0
421010261003,26.88888888888889
421010280002,26.88888888888889
421010147002,26.333333333333332
421010389003,25.666666666666668
421010122012,25.2
421010065006,25.0
421010121001,24.88888888888889
421010151012,24.88888888888889
421010254002,24.88888888888889
421010282001,24.88888888888889
421010293001,24.88888888888889
421010086022,24.666666666666668
421010151021,24.22222222222222
421010325003,24.22222222222222
421010064003,24.0
421010139002,24.0
421010153003,24.0
421010179004,24.0
421010152002,23.666666666666668
421010239001,23.666666666666668
421010205001,23.4
421010325004,23.4
421010347011,23.4
421010192004,23.333333333333332
421010259001,23.333333333333332
421010098011,23.25
421010133002,23.0
421010245004,23.0
421010054001,22.5
421010323003,22.5
421010291002,22.333333333333332
421010177012,22.166666666666668
421010356022,22.166666666666668
421010033001,22.0
421010165003,22.0
421010086011,21.857142857142858
421010301001,21.857142857142858
421010362011,21.857142857142858
421010083012,21.428571428571427
421010348022,21.428571428571427
421010032006,21.333333333333332
421010083022,21.333333333333332
421010278004,21.0
421010294002,20.8
421010073001,20.5
421010119004,20.5
421010153004,20.5
421010252006,20.5
421010200002,20.333333333333332
421010092001,20.11111111111111
421010105002,20.11111111111111
421010300004,20.11111111111111
421010321001,20.11111111111111
421010041022,20.0
421010085007,20.0
421010107002,20.0
421010119002,20.0
421010178003,20.0
421010188004,20.0
421010241001,20.0
421010244001,20.0
421010252007,20.0
421010313004,20.0
421010363021,20.0
421010375002,20.0
421010110003,19.857142857142858
421010203001,19.857142857142858
421010283004,19.857142857142858
421010298005,19.857142857142858
421010330004,19.857142857142858
421010103001,19.5
421010299003,19.5
421010107004,19.0
421010111005,19.0
421010161002,19.0
421010173002,19.0
421010179002,19.0
421010188005,19.0
421010195022,19.0
421010285001,19.0
421010292001,19.0
421010333003,19.0
421010093005,18.6
421010243003,18.6
421010294003,18.5
421010062002,18.333333333333332
421010336003,18.333333333333332
421010114005,18.2
421010148001,18.2
421010192005,18.2
421010302004,18.2
421010066003,18.0
421010307003,18.0
421010357012,18.0
421010081024,17.875
421010063004,17.625
421010286001,17.625
421010238002,17.571428571428573
421010345022,17.571428571428573
421010218001,17.555555555555557
421010263023,17.555555555555557
421010095003,17.5
421010202006,17.5
421010239002,17.2
421010349002,17.2
421010067007,17.166666666666668
421010063001,17.11111111111111
421010176021,17.11111111111111
421010188001,17.11111111111111
421010192001,17.11111111111111
421010240002,17.11111111111111
421010243001,17.11111111111111
421010298004,17.11111111111111
421010305013,17.11111111111111
421010329002,17.11111111111111
421010004022,17.0
421010093002,17.0
421010100001,17.0
421010202004,17.0
421010245002,17.0
421010064001,16.2
421010283006,16.2
421010037013,16.0
421010067004,16.0
421010074004,16.0
421010085002,16.0
421010095004,16.0
421010104002,16.0
421010167013,16.0
421010167023,16.0
421010190004,16.0
421010201012,16.0
421010201023,16.0
421010218003,16.0
421010298002,16.0
421010305024,16.0
421010339002,16.0
421010347012,16.0
421010066004,15.428571428571429
421010208001,15.428571428571429
421010246002,15.428571428571429
421010147001,15.166666666666666
421010319003,15.166666666666666
