classifier,explained_variance,mean_squared_error,parameters,r2,root_mean_squared_error,split
SVR,0.8398495543640742,12.687575019857423,{'C': 0.01},0.8344600523715877,3.561962242901716,1
SVR,0.8735113976864017,9.828123226878786,{'C': 0.1},0.8717684820214462,3.1349837682002097,1
DTR,0.8149907527500875,14.207794953433924,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 2}",0.8146251250671933,3.769322877312837,1
DTR,0.8394705617809627,12.322573806748489,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 5}",0.8392223715387881,3.5103523764358027,1
DTR,0.8511099797952026,11.416188743355665,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 10}",0.851048345823897,3.3787850987234544,1
DTR,0.8618347617018809,10.613023952095809,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 2}",0.8615275632688422,3.2577636427610597,1
DTR,0.8870284122110723,8.67420367598137,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 5}",0.8868241393652643,2.9452001079691295,1
DTR,0.8962027003570895,7.963080552968753,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 10}",0.8961024517580279,2.8218930796486164,1
RFR,0.7717140129021383,17.607522236171555,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.7702675015296423,4.196131818254946,1
RFR,0.7571913261339994,18.724808434664983,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000}",0.7556898144227622,4.327217169806131,1
RFR,0.7682993501954883,17.873007760053724,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.7668036040038525,4.22764801752153,1
RFR,0.7598127494083501,18.553995847869455,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000}",0.7579184756624514,4.307434949928955,1
RFR,0.7232753339899526,21.451079178735586,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.72011905204398,4.631530975685641,1
RFR,0.7565518267101705,18.805515268431527,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000}",0.7546367995626286,4.336532632003538,1
RFR,0.6499916514660808,26.956744696210897,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.6482843964856115,5.191988510793422,1
RFR,0.692539858797873,23.73583655657345,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000}",0.6903088939894302,4.871943817058387,1
RFR,0.6808546999925438,24.693593229938504,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.6778126534311304,4.969264858099083,1
RFR,0.6867861522278633,24.199353256354282,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.6842612032300437,4.919283815389623,1
RFR,0.6583517483426309,26.47274037514041,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.6545993975663171,5.145166700422875,1
RFR,0.6747829246137815,25.160805947514266,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.6717167392254788,5.016054819030018,1
RFR,0.8325756735885947,13.034611351435391,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.8299321283148109,3.6103478158531197,1
RFR,0.8469464406310255,11.898564366573193,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000}",0.8447545950259963,3.4494295711861103,1
RFR,0.8483491223333153,11.794512208324434,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.8461122058223985,3.434313935609911,1
RFR,0.8379253269501006,12.613369755270861,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000}",0.835428238616334,3.5515306214744737,1
RFR,0.8042687444727926,15.344305277902519,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.7997966129758579,3.917180781876491,1
RFR,0.8208269494440578,13.975318126806185,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000}",0.8176583447048738,3.7383576777518472,1
RFR,0.7917912053666957,16.270436600296662,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.7877130012245019,4.033662925964025,1
RFR,0.8022874578756434,15.359945658534452,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000}",0.799592546573362,3.9191766556936996,1
RFR,0.8063672202751118,15.03699083308451,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.8038062694327464,3.8777559016890826,1
RFR,0.7887305743056441,16.448669025858905,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.7853875303329344,4.055695874428815,1
RFR,0.7650551609442783,18.304622915639165,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.7611721456566573,4.278390224797075,1
RFR,0.7779867791781458,17.325261498893738,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.7739502720822022,4.16236249008826,1
SVR,0.8413856606216776,14.31772846599671,{'C': 0.01},0.8066028044632122,3.7838774380252738,2
SVR,0.8628652672115844,11.67571243457721,{'C': 0.1},0.8422899242639016,3.416974163580581,2
