GEOID,year_evictions,eviction-filings,evictions,low-flag,imputed,subbed,evictions_t-1,evictions_t-2,evictions_t-5,year_features,crime_count,violations_count,total_population,total_households,total_renter_households,renter_occupied_household_size,median_gross_rent,median_household_income,units,occupied_units,vacant_units,for_rent_units,num_af_am_alone,num_hisp,black_alone_owner_occupied,num_with_high_school_degree,num_with_ged,num_unemployed
421010084006,2010,9.0,6.0,0,0,1,3.0,1.0,1.0,2009.0,,,793.0,236.0,84.0,2.86,483,35313,261.0,236.0,84.0,25.0,793.0,0.0,152.0,,,
421010084006,2011,11.0,4.0,0,0,1,6.0,3.0,6.0,2010.0,,,885.0,279.0,95.0,2.45,497,37917,304.0,279.0,95.0,25.0,885.0,0.0,184.0,,,
421010084006,2012,9.0,2.0,0,0,1,4.0,6.0,5.0,2011.0,139.0,,1028.0,311.0,122.0,3.21,526,24158,333.0,311.0,122.0,22.0,1020.0,0.0,189.0,,,116.0
421010084006,2013,17.0,10.0,0,0,1,2.0,4.0,1.0,2012.0,122.0,,930.0,298.0,97.0,3.19,903,27120,298.0,298.0,97.0,0.0,930.0,0.0,201.0,157.0,6.0,86.0
421010084006,2014,20.0,10.0,0,0,1,10.0,2.0,3.0,2013.0,203.0,,928.0,308.0,94.0,3.28,596.0,38750.0,327.0,308.0,94.0,0.0,928.0,0.0,214.0,209.0,6.0,125.0
421010084006,2015,17.0,6.0,0,0,1,10.0,10.0,6.0,2014.0,194.0,,708.0,265.0,66.0,3.45,956.0,39671.0,320.0,265.0,66.0,0.0,708.0,0.0,199.0,240.0,0.0,104.0
421010084006,2016,12.0,7.0,0,0,1,6.0,10.0,4.0,2015.0,190.0,,645.0,248.0,53.0,3.87,903.0,39559.0,324.0,248.0,53.0,0.0,645.0,0.0,195.0,228.0,0.0,96.0
421010085001,2010,29.0,17.0,0,0,1,9.0,9.0,8.0,2009.0,,,886.0,340.0,218.0,2.61,646,34340,418.0,340.0,218.0,0.0,808.0,0.0,109.0,,,
421010085001,2011,20.0,10.0,0,0,1,17.0,9.0,9.0,2010.0,,,659.0,328.0,167.0,1.83,696,43451,407.0,328.0,167.0,0.0,579.0,0.0,141.0,,,
421010085001,2012,12.0,8.0,0,0,1,10.0,17.0,10.0,2011.0,153.0,,906.0,394.0,220.0,2.42,736,40000,501.0,394.0,220.0,0.0,818.0,0.0,162.0,,,23.0
421010085001,2013,18.0,10.0,0,0,1,8.0,10.0,9.0,2012.0,140.0,,1190.0,434.0,168.0,2.70,697,35208,562.0,434.0,168.0,0.0,1175.0,14.0,251.0,271.0,42.0,48.0
421010085001,2014,17.0,9.0,0,0,1,10.0,8.0,9.0,2013.0,123.0,,1099.0,349.0,150.0,3.03,717.0,22153.0,483.0,349.0,150.0,0.0,1067.0,14.0,167.0,220.0,47.0,54.0
421010085001,2015,16.0,10.0,0,0,1,9.0,10.0,17.0,2014.0,156.0,,1036.0,329.0,109.0,2.83,792.0,18992.0,417.0,329.0,109.0,0.0,1005.0,17.0,189.0,190.0,18.0,44.0
421010085001,2016,10.0,5.0,0,0,1,10.0,9.0,10.0,2015.0,152.0,,1003.0,342.0,93.0,2.88,789.0,20938.0,422.0,342.0,93.0,0.0,955.0,19.0,201.0,219.0,28.0,50.0
421010085002,2010,42.0,20.0,0,0,1,17.0,11.0,11.0,2009.0,,,780.0,290.0,231.0,2.69,703,10833,400.0,290.0,231.0,0.0,762.0,0.0,59.0,,,
421010085002,2011,43.0,21.0,0,0,1,20.0,17.0,15.0,2010.0,,,652.0,254.0,181.0,2.49,703,17727,408.0,254.0,181.0,0.0,522.0,100.0,73.0,,,
421010085002,2012,30.0,11.0,0,0,1,21.0,20.0,21.0,2011.0,90.0,,536.0,171.0,67.0,2.54,580,53750,311.0,171.0,67.0,0.0,461.0,44.0,104.0,,,0.0
421010085002,2013,28.0,10.0,0,0,1,11.0,21.0,11.0,2012.0,92.0,,487.0,166.0,76.0,2.22,592,55417,268.0,166.0,76.0,27.0,417.0,40.0,90.0,82.0,31.0,0.0
421010085002,2014,31.0,16.0,0,0,1,10.0,11.0,17.0,2013.0,112.0,,731.0,250.0,152.0,2.1,523.0,57381.0,351.0,250.0,152.0,26.0,637.0,37.0,85.0,146.0,21.0,43.0
421010085002,2015,35.0,15.0,0,0,1,16.0,10.0,20.0,2014.0,96.0,,969.0,329.0,219.0,2.44,581.0,34511.0,414.0,329.0,219.0,29.0,826.0,33.0,98.0,188.0,0.0,123.0
421010085002,2016,21.0,9.0,0,0,1,15.0,16.0,21.0,2015.0,108.0,,1185.0,355.0,241.0,2.82,588.0,30536.0,437.0,355.0,241.0,51.0,1016.0,0.0,84.0,205.0,0.0,109.0
421010085003,2010,19.0,12.0,0,0,1,10.0,9.0,17.0,2009.0,,,860.0,406.0,216.0,2.03,593,21964,454.0,406.0,216.0,24.0,813.0,0.0,153.0,,,
421010085003,2011,24.0,11.0,0,0,1,12.0,10.0,14.0,2010.0,,,984.0,391.0,219.0,2.89,679,20880,469.0,391.0,219.0,26.0,848.0,0.0,145.0,,,
421010085003,2012,25.0,16.0,0,0,1,11.0,12.0,17.0,2011.0,86.0,,753.0,322.0,234.0,2.71,709,24464,445.0,322.0,234.0,48.0,625.0,0.0,71.0,,,14.0
421010085003,2013,17.0,9.0,0,0,1,16.0,11.0,9.0,2012.0,95.0,,510.0,228.0,146.0,2.66,722,39625,350.0,228.0,146.0,47.0,380.0,0.0,52.0,164.0,26.0,13.0
421010085003,2014,24.0,13.0,0,0,1,9.0,16.0,10.0,2013.0,91.0,,502.0,224.0,121.0,2.95,725.0,42132.0,377.0,224.0,121.0,21.0,387.0,0.0,70.0,185.0,29.0,15.0
421010085003,2015,21.0,11.0,0,0,1,13.0,9.0,12.0,2014.0,119.0,,526.0,215.0,131.0,3.07,725.0,40592.0,397.0,215.0,131.0,21.0,450.0,0.0,73.0,156.0,24.0,0.0
421010085003,2016,18.0,9.0,0,0,1,11.0,13.0,11.0,2015.0,155.0,,287.0,197.0,117.0,1.51,688.0,39453.0,366.0,197.0,117.0,43.0,230.0,0.0,64.0,16.0,27.0,0.0
421010085004,2010,12.0,7.0,0,0,1,9.0,7.0,10.0,2009.0,,,594.0,234.0,15.0,.,.,28854,350.0,234.0,15.0,29.0,594.0,0.0,219.0,,,
421010085004,2011,11.0,6.0,0,0,1,7.0,9.0,10.0,2010.0,,,628.0,261.0,47.0,5.28,1196,31528,361.0,261.0,47.0,32.0,628.0,0.0,214.0,,,
421010085004,2012,10.0,7.0,0,0,1,6.0,7.0,9.0,2011.0,162.0,,1072.0,355.0,137.0,4.18,790,31622,463.0,355.0,137.0,23.0,1072.0,0.0,218.0,,,97.0
421010085004,2013,12.0,5.0,0,0,1,7.0,6.0,7.0,2012.0,148.0,,1042.0,324.0,97.0,4.30,797,31207,460.0,324.0,97.0,23.0,1042.0,0.0,227.0,265.0,0.0,70.0
421010085004,2014,10.0,7.0,0,0,1,5.0,7.0,9.0,2013.0,171.0,,1005.0,318.0,150.0,2.91,937.0,35781.0,486.0,318.0,150.0,24.0,1005.0,0.0,168.0,397.0,0.0,19.0
421010085004,2015,9.0,4.0,0,0,1,7.0,5.0,7.0,2014.0,191.0,,1127.0,348.0,152.0,3.2,945.0,42647.0,461.0,348.0,152.0,25.0,1127.0,0.0,196.0,414.0,9.0,13.0
421010085004,2016,16.0,9.0,0,0,1,4.0,7.0,6.0,2015.0,179.0,,998.0,360.0,138.0,2.22,875.0,,463.0,360.0,138.0,23.0,981.0,0.0,205.0,377.0,15.0,75.0
421010085005,2010,11.0,4.0,0,0,1,6.0,6.0,7.0,2009.0,,,1107.0,366.0,220.0,3.02,571,28333,431.0,366.0,220.0,0.0,1075.0,32.0,130.0,,,
421010085005,2011,21.0,8.0,0,0,1,4.0,6.0,1.0,2010.0,,,1246.0,422.0,210.0,3.33,840,29444,464.0,422.0,210.0,0.0,1246.0,0.0,212.0,,,
421010085005,2012,19.0,13.0,0,0,1,8.0,4.0,7.0,2011.0,257.0,,1555.0,450.0,190.0,3.57,827,36299,475.0,450.0,190.0,0.0,1555.0,0.0,260.0,,,89.0
421010085005,2013,24.0,13.0,0,0,1,13.0,8.0,6.0,2012.0,182.0,,1476.0,437.0,196.0,3.41,683,23631,489.0,437.0,196.0,27.0,1446.0,0.0,241.0,258.0,45.0,68.0
421010085005,2014,17.0,11.0,0,0,1,13.0,13.0,6.0,2013.0,214.0,,1317.0,414.0,167.0,3.32,694.0,35357.0,493.0,414.0,167.0,54.0,1292.0,21.0,247.0,307.0,37.0,109.0
421010085005,2015,27.0,12.0,0,0,1,11.0,13.0,4.0,2014.0,199.0,,1217.0,421.0,146.0,3.12,895.0,37904.0,502.0,421.0,146.0,54.0,1127.0,25.0,275.0,385.0,33.0,105.0
421010085005,2016,11.0,5.0,0,0,1,12.0,11.0,8.0,2015.0,236.0,,1327.0,340.0,125.0,5.78,988.0,35556.0,444.0,340.0,125.0,104.0,1245.0,13.0,215.0,360.0,33.0,143.0
421010085006,2010,17.0,9.0,0,0,1,12.0,13.0,10.0,2009.0,,,831.0,344.0,172.0,2.5,697,26364,368.0,344.0,172.0,0.0,831.0,0.0,172.0,,,
421010085006,2011,30.0,19.0,0,0,1,9.0,12.0,12.0,2010.0,,,744.0,370.0,191.0,1.94,990,26824,449.0,370.0,191.0,0.0,744.0,0.0,179.0,,,
421010085006,2012,20.0,12.0,0,0,1,19.0,9.0,11.0,2011.0,181.0,,829.0,341.0,221.0,2.41,1065,23861,476.0,341.0,221.0,0.0,829.0,0.0,120.0,,,57.0
421010085006,2013,15.0,9.0,0,0,1,12.0,19.0,13.0,2012.0,110.0,,773.0,293.0,197.0,2.50,1068,19964,455.0,293.0,197.0,0.0,773.0,0.0,96.0,131.0,51.0,71.0
421010085006,2014,21.0,9.0,0,0,1,9.0,12.0,12.0,2013.0,158.0,,787.0,298.0,188.0,2.39,1083.0,21000.0,461.0,298.0,188.0,0.0,787.0,0.0,110.0,180.0,105.0,75.0
421010085006,2015,27.0,10.0,0,0,1,9.0,9.0,9.0,2014.0,128.0,,867.0,335.0,253.0,2.61,1037.0,21250.0,483.0,335.0,253.0,0.0,867.0,0.0,82.0,194.0,96.0,48.0
421010085006,2016,26.0,14.0,0,0,1,10.0,9.0,19.0,2015.0,116.0,,1145.0,375.0,245.0,3.24,1042.0,21034.0,459.0,375.0,245.0,0.0,1028.0,0.0,110.0,261.0,93.0,42.0
421010085007,2010,22.0,11.0,0,0,1,14.0,6.0,9.0,2009.0,,,643.0,316.0,233.0,2.22,1002,17500,439.0,316.0,233.0,28.0,643.0,0.0,83.0,,,
421010085007,2011,26.0,8.0,0,0,1,11.0,14.0,17.0,2010.0,,,1214.0,607.0,414.0,2.03,967,22431,797.0,607.0,414.0,92.0,1214.0,0.0,193.0,,,
421010085007,2012,42.0,17.0,0,0,1,8.0,11.0,12.0,2011.0,275.0,,940.0,524.0,346.0,1.79,950,25000,696.0,524.0,346.0,78.0,940.0,0.0,178.0,,,92.0
421010085007,2013,41.0,18.0,0,0,1,17.0,8.0,6.0,2012.0,205.0,,1253.0,603.0,350.0,2.06,823,28558,723.0,603.0,350.0,25.0,1253.0,111.0,253.0,218.0,30.0,159.0
421010085007,2014,41.0,20.0,0,0,1,18.0,17.0,14.0,2013.0,361.0,,1314.0,508.0,287.0,2.98,744.0,25000.0,600.0,508.0,287.0,25.0,1314.0,122.0,221.0,174.0,29.0,177.0
421010085007,2015,37.0,19.0,0,0,1,20.0,18.0,11.0,2014.0,323.0,,1250.0,477.0,263.0,3.12,814.0,33443.0,587.0,477.0,263.0,27.0,1250.0,129.0,214.0,186.0,35.0,122.0
421010085007,2016,48.0,26.0,0,0,1,19.0,20.0,8.0,2015.0,392.0,1.0,1351.0,543.0,280.0,3.04,828.0,33078.0,637.0,543.0,280.0,24.0,1351.0,154.0,263.0,248.0,87.0,129.0
421010086011,2010,51.0,20.0,0,0,1,21.0,57.0,37.0,,,,,,,,,,,,,,,,,,,
421010086011,2011,60.0,19.0,0,0,1,20.0,21.0,55.0,2010.0,,,1190.0,611.0,534.0,1.93,735,27746,793.0,611.0,534.0,79.0,793.0,136.0,77.0,,,
421010086011,2012,65.0,27.0,0,0,1,19.0,20.0,35.0,2011.0,129.0,,1126.0,565.0,498.0,1.84,737,30015,738.0,565.0,498.0,130.0,728.0,127.0,67.0,,,65.0
421010086011,2013,102.0,49.0,0,0,1,27.0,19.0,57.0,2012.0,118.0,,1143.0,586.0,533.0,1.79,767,24375,772.0,586.0,533.0,141.0,802.0,47.0,53.0,207.0,18.0,99.0
421010086011,2014,62.0,28.0,0,0,1,49.0,27.0,21.0,2013.0,110.0,,1031.0,506.0,434.0,1.85,761.0,22750.0,678.0,506.0,434.0,132.0,796.0,0.0,67.0,121.0,27.0,108.0
421010086011,2015,74.0,32.0,0,0,1,28.0,49.0,20.0,2014.0,125.0,,860.0,456.0,372.0,1.67,761.0,21071.0,566.0,456.0,372.0,110.0,653.0,0.0,78.0,83.0,29.0,144.0
421010086011,2016,44.0,23.0,0,0,1,32.0,28.0,19.0,2015.0,133.0,,1021.0,522.0,457.0,1.79,1005.0,33409.0,610.0,522.0,457.0,65.0,535.0,50.0,59.0,62.0,27.0,102.0
421010086012,2010,46.0,16.0,0,0,1,15.0,21.0,22.0,,,,,,,,,,,,,,,,,,,
421010086012,2011,28.0,15.0,0,0,1,16.0,15.0,31.0,2010.0,,,1667.0,788.0,483.0,2.05,924,72838,820.0,788.0,483.0,0.0,434.0,49.0,16.0,,,
421010086012,2012,29.0,12.0,0,0,1,15.0,16.0,18.0,2011.0,132.0,,1806.0,798.0,479.0,2.11,966,63452,831.0,798.0,479.0,0.0,562.0,36.0,43.0,,,135.0
421010086012,2013,34.0,18.0,0,0,1,12.0,15.0,21.0,2012.0,120.0,,1787.0,783.0,508.0,2.09,963,57461,783.0,783.0,508.0,0.0,532.0,37.0,54.0,71.0,0.0,116.0
421010086012,2014,16.0,6.0,0,0,1,18.0,12.0,15.0,2013.0,143.0,,2070.0,896.0,574.0,2.2,1067.0,57232.0,923.0,896.0,574.0,0.0,560.0,37.0,90.0,113.0,5.0,136.0
421010086012,2015,28.0,13.0,0,0,1,6.0,18.0,16.0,2014.0,106.0,,1992.0,921.0,583.0,1.97,1085.0,56509.0,949.0,921.0,583.0,0.0,325.0,38.0,85.0,137.0,6.0,138.0
421010086012,2016,27.0,13.0,0,0,1,13.0,6.0,15.0,2015.0,116.0,,1842.0,823.0,539.0,2.06,1125.0,55766.0,917.0,823.0,539.0,45.0,397.0,21.0,94.0,120.0,8.0,119.0
421010086021,2010,39.0,14.0,0,0,1,18.0,11.0,19.0,,,,,,,,,,,,,,,,,,,
421010086021,2011,30.0,17.0,0,0,1,14.0,18.0,15.0,2010.0,,,1147.0,448.0,299.0,2.24,367,16667,542.0,448.0,299.0,28.0,473.0,317.0,71.0,,,
421010086021,2012,28.0,15.0,0,0,1,17.0,14.0,16.0,2011.0,244.0,,981.0,370.0,172.0,1.81,298,26346,439.0,370.0,172.0,25.0,457.0,176.0,121.0,,,55.0
421010086021,2013,17.0,7.0,0,0,1,15.0,17.0,11.0,2012.0,198.0,,793.0,278.0,140.0,2.57,559,26221,383.0,278.0,140.0,85.0,309.0,157.0,79.0,133.0,0.0,25.0
421010086021,2014,17.0,9.0,0,0,1,7.0,15.0,18.0,2013.0,209.0,,780.0,307.0,215.0,2.4,711.0,26625.0,423.0,307.0,215.0,94.0,343.0,175.0,81.0,139.0,22.0,37.0
421010086021,2015,21.0,8.0,0,0,1,9.0,7.0,14.0,2014.0,271.0,,895.0,354.0,302.0,2.57,850.0,28500.0,470.0,354.0,302.0,95.0,541.0,207.0,52.0,149.0,30.0,15.0
421010086021,2016,29.0,13.0,0,0,1,8.0,9.0,17.0,2015.0,300.0,,815.0,361.0,283.0,2.2,1036.0,34688.0,507.0,361.0,283.0,88.0,589.0,38.0,78.0,123.0,39.0,16.0
421010086022,2010,75.0,36.0,0,0,1,44.0,46.0,57.0,,,,,,,,,,,,,,,,,,,
421010086022,2011,82.0,31.0,0,0,1,36.0,44.0,49.0,2010.0,,,930.0,540.0,465.0,1.75,646,29107,678.0,540.0,465.0,116.0,555.0,0.0,34.0,,,
421010086022,2012,54.0,34.0,0,0,1,31.0,36.0,48.0,2011.0,177.0,,1226.0,581.0,494.0,2.19,640,30707,698.0,581.0,494.0,98.0,770.0,0.0,30.0,,,0.0
421010086022,2013,39.0,19.0,0,0,1,34.0,31.0,46.0,2012.0,102.0,,1323.0,644.0,574.0,2.09,752,37604,743.0,644.0,574.0,99.0,1009.0,0.0,34.0,131.0,22.0,18.0
421010086022,2014,57.0,24.0,0,0,1,19.0,34.0,44.0,2013.0,91.0,,1349.0,587.0,547.0,2.34,757.0,32604.0,717.0,587.0,547.0,109.0,1059.0,0.0,25.0,140.0,20.0,22.0
421010086022,2015,42.0,20.0,0,0,1,24.0,19.0,36.0,2014.0,98.0,,1060.0,496.0,434.0,2.14,740.0,33256.0,673.0,496.0,434.0,100.0,912.0,0.0,45.0,91.0,11.0,13.0
421010086022,2016,34.0,17.0,0,0,1,20.0,24.0,31.0,2015.0,106.0,,1074.0,468.0,409.0,2.31,664.0,17316.0,573.0,468.0,409.0,39.0,999.0,0.0,49.0,89.0,0.0,31.0
421010086023,2010,22.0,8.0,0,0,1,10.0,7.0,17.0,,,,,,,,,,,,,,,,,,,
421010086023,2011,18.0,8.0,0,0,1,8.0,10.0,11.0,2010.0,,,710.0,285.0,171.0,1.81,799,27891,365.0,285.0,171.0,0.0,675.0,0.0,114.0,,,
421010086023,2012,27.0,14.0,0,0,1,8.0,8.0,19.0,2011.0,110.0,,1167.0,326.0,206.0,3.60,925,32528,392.0,326.0,206.0,15.0,1127.0,0.0,120.0,,,30.0
421010086023,2013,20.0,7.0,0,0,1,14.0,8.0,7.0,2012.0,123.0,,1055.0,301.0,233.0,3.13,901,29922,368.0,301.0,233.0,22.0,1021.0,0.0,68.0,79.0,4.0,24.0
421010086023,2014,23.0,8.0,0,0,1,7.0,14.0,10.0,2013.0,150.0,,1079.0,309.0,230.0,3.19,795.0,32780.0,333.0,309.0,230.0,24.0,981.0,0.0,60.0,86.0,4.0,27.0
421010086023,2015,19.0,8.0,0,0,1,8.0,7.0,8.0,2014.0,100.0,,938.0,251.0,156.0,3.25,696.0,16985.0,301.0,251.0,156.0,36.0,726.0,0.0,55.0,95.0,3.0,24.0
421010086023,2016,21.0,10.0,0,0,1,8.0,8.0,8.0,2015.0,122.0,,951.0,256.0,149.0,3.7,779.0,,310.0,256.0,149.0,39.0,713.0,9.0,69.0,108.0,3.0,28.0
421010087011,2010,8.0,5.0,0,0,1,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
421010087011,2011,4.0,4.0,0,0,1,5.0,4.0,3.0,2010.0,,,1460.0,530.0,390.0,2.32,867,45417,595.0,530.0,390.0,34.0,230.0,97.0,34.0,,,
421010087011,2012,3.0,1.0,0,0,1,4.0,5.0,5.0,2011.0,43.0,,1445.0,484.0,370.0,2.92,1011,50132,516.0,484.0,370.0,0.0,93.0,146.0,19.0,,,56.0
421010087011,2013,1.0,1.0,0,0,1,1.0,4.0,2.0,2012.0,51.0,,1617.0,490.0,403.0,3.19,1098,46875,490.0,490.0,403.0,0.0,138.0,126.0,28.0,31.0,6.0,57.0
421010087011,2014,4.0,1.0,0,0,1,1.0,1.0,4.0,2013.0,40.0,,1385.0,487.0,347.0,2.97,953.0,43582.0,487.0,487.0,347.0,0.0,32.0,101.0,8.0,29.0,0.0,29.0
421010087011,2015,3.0,0.0,0,0,1,1.0,1.0,5.0,2014.0,54.0,,1596.0,515.0,363.0,2.84,975.0,44495.0,515.0,515.0,363.0,0.0,0.0,120.0,0.0,27.0,0.0,30.0
421010087011,2016,5.0,3.0,0,0,1,0.0,1.0,4.0,2015.0,44.0,,1351.0,509.0,343.0,2.42,951.0,44362.0,509.0,509.0,343.0,0.0,24.0,34.0,0.0,14.0,0.0,32.0
421010087012,2010,17.0,11.0,0,0,1,5.0,5.0,11.0,,,,,,,,,,,,,,,,,,,
421010087012,2011,18.0,6.0,0,0,1,11.0,5.0,13.0,2010.0,,,1158.0,423.0,253.0,2.07,715,28192,629.0,423.0,253.0,26.0,470.0,18.0,82.0,,,
421010087012,2012,15.0,6.0,0,0,1,6.0,11.0,17.0,2011.0,90.0,,1165.0,395.0,192.0,2.37,715,38648,557.0,395.0,192.0,14.0,466.0,18.0,112.0,,,64.0
421010087012,2013,13.0,10.0,0,0,1,6.0,6.0,5.0,2012.0,75.0,,1338.0,392.0,256.0,3.20,1133,31286,469.0,392.0,256.0,12.0,360.0,14.0,63.0,72.0,33.0,0.0
421010087012,2014,11.0,4.0,0,0,1,10.0,6.0,5.0,2013.0,117.0,,1240.0,418.0,349.0,2.7,910.0,42857.0,479.0,418.0,349.0,0.0,422.0,165.0,69.0,142.0,30.0,0.0
421010087012,2015,25.0,11.0,0,0,1,4.0,10.0,11.0,2014.0,136.0,,1221.0,361.0,302.0,3.14,1128.0,55137.0,419.0,361.0,302.0,0.0,416.0,147.0,59.0,186.0,27.0,0.0
421010087012,2016,28.0,18.0,0,0,1,11.0,4.0,6.0,2015.0,110.0,,1356.0,418.0,390.0,3.21,1120.0,,449.0,418.0,390.0,0.0,321.0,138.0,28.0,189.0,28.0,0.0
421010087013,2010,29.0,14.0,0,0,1,9.0,5.0,18.0,,,,,,,,,,,,,,,,,,,
421010087013,2011,22.0,15.0,0,0,1,14.0,9.0,8.0,2010.0,,,1943.0,872.0,829.0,2.15,1058,25917,1006.0,872.0,829.0,37.0,149.0,56.0,0.0,,,
421010087013,2012,12.0,8.0,0,0,1,15.0,14.0,18.0,2011.0,91.0,,2419.0,958.0,890.0,2.47,972,30904,1094.0,958.0,890.0,37.0,100.0,476.0,16.0,,,90.0
421010087013,2013,9.0,2.0,0,0,1,8.0,15.0,5.0,2012.0,109.0,,2569.0,1004.0,945.0,2.48,1025,31786,1122.0,1004.0,945.0,34.0,86.0,452.0,14.0,7.0,0.0,74.0
421010087013,2014,16.0,5.0,0,0,1,2.0,8.0,9.0,2013.0,114.0,,2619.0,1072.0,1010.0,2.41,976.0,31800.0,1108.0,1072.0,1010.0,36.0,147.0,484.0,39.0,3.0,0.0,80.0
421010087013,2015,19.0,12.0,0,0,1,5.0,2.0,14.0,2014.0,93.0,,2475.0,1063.0,990.0,2.36,901.0,28984.0,1096.0,1063.0,990.0,33.0,140.0,518.0,53.0,42.0,0.0,112.0
421010087013,2016,15.0,7.0,0,0,1,12.0,5.0,15.0,2015.0,129.0,,2526.0,1025.0,936.0,2.53,912.0,32588.0,1058.0,1025.0,936.0,33.0,412.0,475.0,60.0,95.0,51.0,118.0
421010087021,2010,14.0,3.0,0,0,1,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,
421010087021,2011,10.0,8.0,0,0,1,3.0,5.0,9.0,2010.0,,,1783.0,927.0,863.0,1.67,1024,26953,1023.0,927.0,863.0,29.0,174.0,94.0,0.0,,,
421010087021,2012,18.0,11.0,0,0,1,8.0,3.0,9.0,2011.0,155.0,,1612.0,803.0,736.0,1.74,1050,25859,907.0,803.0,736.0,31.0,210.0,96.0,0.0,,,88.0
421010087021,2013,14.0,5.0,0,0,1,11.0,8.0,6.0,2012.0,122.0,,1479.0,760.0,689.0,1.62,1010,19605,851.0,760.0,689.0,63.0,177.0,109.0,0.0,58.0,30.0,90.0
421010087021,2014,11.0,2.0,0,0,1,5.0,11.0,5.0,2013.0,129.0,,1644.0,758.0,712.0,1.83,957.0,20625.0,858.0,758.0,712.0,70.0,201.0,132.0,0.0,50.0,41.0,82.0
421010087021,2015,8.0,3.0,0,0,1,2.0,5.0,3.0,2014.0,138.0,,1678.0,696.0,640.0,1.93,1058.0,23947.0,826.0,696.0,640.0,78.0,206.0,90.0,0.0,69.0,35.0,56.0
421010087021,2016,14.0,7.0,0,0,1,3.0,2.0,8.0,2015.0,123.0,,1485.0,656.0,602.0,1.72,1048.0,26667.0,797.0,656.0,602.0,82.0,228.0,97.0,0.0,39.0,32.0,20.0
421010087022,2010,3.0,2.0,0,0,1,3.0,6.0,3.0,,,,,,,,,,,,,,,,,,,
421010087022,2011,11.0,4.0,0,0,1,2.0,3.0,12.0,2010.0,,,1646.0,545.0,456.0,2.43,812,27392,676.0,545.0,456.0,80.0,245.0,55.0,46.0,,,
421010087022,2012,8.0,3.0,0,0,1,4.0,2.0,2.0,2011.0,54.0,,2483.0,553.0,433.0,3.95,886,36302,746.0,553.0,433.0,106.0,711.0,61.0,41.0,,,172.0
421010087022,2013,10.0,1.0,0,0,1,3.0,4.0,6.0,2012.0,48.0,,2313.0,648.0,526.0,3.11,924,29363,790.0,648.0,526.0,108.0,709.0,59.0,46.0,85.0,0.0,154.0
421010087022,2014,13.0,7.0,0,0,1,1.0,3.0,3.0,2013.0,56.0,,1784.0,654.0,528.0,2.28,930.0,27386.0,718.0,654.0,528.0,29.0,585.0,57.0,40.0,44.0,0.0,94.0
421010087022,2015,11.0,8.0,0,0,1,7.0,1.0,2.0,2014.0,50.0,,1810.0,619.0,506.0,2.33,952.0,29556.0,687.0,619.0,506.0,31.0,463.0,38.0,0.0,27.0,0.0,40.0
421010087022,2016,6.0,1.0,0,0,1,8.0,7.0,4.0,2015.0,59.0,,1841.0,649.0,534.0,2.28,972.0,38188.0,705.0,649.0,534.0,19.0,485.0,64.0,0.0,36.0,0.0,36.0
421010088011,2010,0.0,0.0,0,0,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
421010088011,2011,0.0,0.0,0,0,1,0.0,0.0,0.0,2010.0,,,606.0,49.0,49.0,.,.,.,49.0,49.0,49.0,0.0,30.0,34.0,0.0,,,
421010088011,2012,1.0,1.0,0,0,1,0.0,0.0,0.0,2011.0,98.0,,881.0,52.0,52.0,1.29,686,31413,52.0,52.0,52.0,0.0,73.0,73.0,0.0,,,74.0
421010088011,2013,0.0,0.0,0,0,1,1.0,0.0,0.0,2012.0,141.0,,927.0,92.0,92.0,1.32,679,30714,92.0,92.0,92.0,0.0,113.0,86.0,0.0,0.0,0.0,22.0
421010088011,2014,1.0,0.0,0,0,1,0.0,1.0,0.0,2013.0,93.0,,1485.0,119.0,119.0,1.39,685.0,29766.0,119.0,119.0,119.0,0.0,124.0,117.0,0.0,0.0,0.0,39.0
421010088011,2015,0.0,0.0,0,0,1,0.0,0.0,0.0,2014.0,107.0,,1744.0,77.0,77.0,1.39,690.0,30265.0,77.0,77.0,77.0,0.0,162.0,112.0,0.0,5.0,0.0,32.0
421010088011,2016,0.0,0.0,0,0,1,0.0,0.0,0.0,2015.0,77.0,,2032.0,54.0,54.0,2.02,721.0,,54.0,54.0,54.0,0.0,205.0,150.0,0.0,4.0,0.0,31.0
421010088012,2010,5.0,0.0,0,0,1,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,
421010088012,2011,1.0,0.0,0,0,1,0.0,1.0,1.0,2010.0,,,605.0,237.0,237.0,2.55,638,14174,302.0,237.0,237.0,44.0,0.0,46.0,0.0,,,
421010088012,2012,5.0,1.0,0,0,1,0.0,0.0,3.0,2011.0,46.0,,565.0,215.0,215.0,2.63,754,14792,269.0,215.0,215.0,54.0,0.0,20.0,0.0,,,23.0
421010088012,2013,1.0,1.0,0,0,1,1.0,0.0,1.0,2012.0,55.0,,430.0,166.0,166.0,2.59,698,17917,223.0,166.0,166.0,57.0,0.0,23.0,0.0,24.0,0.0,24.0
421010088012,2014,6.0,2.0,0,0,1,1.0,1.0,1.0,2013.0,44.0,,260.0,113.0,113.0,2.3,842.0,10598.0,136.0,113.0,113.0,23.0,0.0,22.0,0.0,26.0,0.0,24.0
