,year,GEOID,crime_count
1148,2011,421010330003,86
1149,2011,421010330004,216
1150,2011,421010330005,133
1151,2011,421010330006,141
1152,2011,421010330007,65
1153,2011,421010331011,111
1154,2011,421010331012,179
1155,2011,421010331013,64
1156,2011,421010331014,68
1157,2011,421010331021,103
1158,2011,421010331022,75
1159,2011,421010331023,62
1160,2011,421010331024,49
1161,2011,421010332001,137
1162,2011,421010332002,238
1163,2011,421010333001,72
1164,2011,421010333002,58
1165,2011,421010333003,84
1166,2011,421010334001,75
1167,2011,421010334002,130
1168,2011,421010334003,78
1169,2011,421010334004,578
1170,2011,421010335001,59
1171,2011,421010335002,275
1172,2011,421010335003,132
1173,2011,421010336001,112
1174,2011,421010336002,99
1175,2011,421010336003,119
1176,2011,421010336004,61
1177,2011,421010336005,53
1178,2011,421010337011,86
1179,2011,421010337012,101
1180,2011,421010337013,137
1181,2011,421010337021,39
1182,2011,421010337022,67
1183,2011,421010337023,31
1184,2011,421010337024,28
1185,2011,421010338001,76
1186,2011,421010338002,110
1187,2011,421010338003,36
1188,2011,421010338004,66
1189,2011,421010338005,111
1190,2011,421010339001,51
1191,2011,421010339002,97
1192,2011,421010339003,58
1193,2011,421010340001,35
1194,2011,421010340002,25
1195,2011,421010340003,32
1196,2011,421010341001,31
1197,2011,421010341002,58
1198,2011,421010341003,91
1199,2011,421010341004,165
1200,2011,421010341005,54
1201,2011,421010341006,29
1202,2011,421010342001,41
1203,2011,421010342002,49
1204,2011,421010344001,94
1205,2011,421010344002,58
1206,2011,421010344003,94
1207,2011,421010344004,43
1208,2011,421010345011,44
1209,2011,421010345012,71
1210,2011,421010345021,49
1211,2011,421010345022,160
1212,2011,421010345023,104
1213,2011,421010346001,362
1214,2011,421010347011,122
1215,2011,421010347012,107
1216,2011,421010347013,86
1217,2011,421010347021,107
1218,2011,421010347022,24
1219,2011,421010347023,59
1220,2011,421010348011,37
1221,2011,421010348012,95
1222,2011,421010348013,180
1223,2011,421010348021,155
1224,2011,421010348022,79
1225,2011,421010348023,80
1226,2011,421010348031,101
1227,2011,421010348032,99
1228,2011,421010348033,40
1229,2011,421010349001,119
1230,2011,421010349002,191
1231,2011,421010349003,74
1232,2011,421010349004,125
1233,2011,421010351001,94
1234,2011,421010351002,45
1235,2011,421010352001,103
1236,2011,421010352002,38
1237,2011,421010352003,86
1238,2011,421010353011,173
1239,2011,421010353012,101
1240,2011,421010353013,42
1241,2011,421010353021,177
1242,2011,421010353022,110
1243,2011,421010355001,117
1244,2011,421010355002,105
1245,2011,421010355003,267
1246,2011,421010356011,57
1247,2011,421010356012,54
1248,2011,421010356013,20
1249,2011,421010356014,56
1250,2011,421010356021,30
1251,2011,421010356022,71
1252,2011,421010357011,129
1253,2011,421010357012,93
1254,2011,421010357021,68
1255,2011,421010357022,72
1256,2011,421010358001,145
1257,2011,421010358002,68
1258,2011,421010358003,41
1259,2011,421010359001,131
1260,2011,421010359002,175
1261,2011,421010360001,306
1262,2011,421010361001,92
1263,2011,421010361002,62
1264,2011,421010361003,72
1265,2011,421010362011,53
1266,2011,421010362012,43
1267,2011,421010362013,109
1268,2011,421010362014,41
1269,2011,421010362021,67
1270,2011,421010362022,59
1271,2011,421010362023,50
1272,2011,421010362024,71
1273,2011,421010362031,107
1274,2011,421010362032,37
1275,2011,421010362033,93
1276,2011,421010363011,837
1277,2011,421010363012,52
1278,2011,421010363021,73
1279,2011,421010363022,103
1280,2011,421010363031,109
1281,2011,421010363032,76
1282,2011,421010363033,45
1283,2011,421010363034,55
1284,2011,421010364001,104
1285,2011,421010365011,121
1286,2011,421010365012,122
1287,2011,421010365013,51
1288,2011,421010365021,78
1289,2011,421010365022,64
1290,2011,421010366001,397
1291,2011,421010367001,548
1292,2011,421010367002,190
1293,2011,421010369001,232
1294,2011,421010369002,283
1295,2011,421010369003,322
1296,2011,421010372001,98
1297,2011,421010372002,98
1298,2011,421010372003,51
1299,2011,421010372004,245
1300,2011,421010373001,80
1301,2011,421010373002,107
1302,2011,421010373003,70
1303,2011,421010375001,61
1304,2011,421010375002,72
1305,2011,421010376001,460
1306,2011,421010376002,580
1307,2011,421010377001,435
1308,2011,421010377002,271
1309,2011,421010377003,56
1310,2011,421010378001,306
1311,2011,421010378002,180
1312,2011,421010378003,91
1313,2011,421010379001,95
1314,2011,421010379002,80
1315,2011,421010379003,568
1316,2011,421010379004,89
1317,2011,421010379005,67
1318,2011,421010379006,102
1319,2011,421010380001,171
1320,2011,421010380002,176
1321,2011,421010381001,148
1322,2011,421010381002,243
1323,2011,421010382001,343
1324,2011,421010382002,369
1325,2011,421010382003,439
1326,2011,421010383001,938
1327,2011,421010383002,76
1328,2011,421010383003,209
1329,2011,421010384001,38
1330,2011,421010384002,100
1331,2011,421010385001,31
1332,2011,421010385002,55
1333,2011,421010386001,101
1334,2011,421010387001,48
1335,2011,421010387002,87
1336,2011,421010388001,50
1337,2011,421010388002,83
1338,2011,421010388003,61
1339,2011,421010388004,55
1340,2011,421010389001,207
1341,2011,421010389002,135
1342,2011,421010389003,77
1343,2011,421010390001,638
1344,2011,421010390002,145
1345,2011,421010390003,84
1346,2011,421010390004,178
1347,2011,421010390005,75
1348,2011,421010390006,157
1349,2011,421010390007,175
1350,2011,421010390008,116
1351,2011,421019800001,591
1352,2011,421019801001,89
1353,2011,421019802001,88
1354,2011,421019803001,315
1355,2011,421019804001,208
1356,2011,421019805001,84
1357,2011,421019806001,482
1358,2011,421019807001,1014
1359,2011,421019808001,112
1360,2011,421019809001,791
1361,2011,421019891001,363
1362,2012,420454037011,3
1363,2012,420459800001,1
1364,2012,420912001041,2
1365,2012,420912019021,2
1366,2012,420912022014,21
1367,2012,420912022021,2
1368,2012,420912024012,1
1369,2012,420912024025,8
1370,2012,420912025001,7
1371,2012,420912025002,2
1372,2012,420912043001,13
1373,2012,420912043002,5
1374,2012,420912045002,2
1375,2012,420912045004,1
1376,2012,420912054002,3
1377,2012,420912055031,2
1378,2012,420912055032,6
1379,2012,420912103003,4
1380,2012,420912105001,2
1381,2012,421010001001,607
1382,2012,421010001002,225
1383,2012,421010002001,619
1384,2012,421010003001,535
1385,2012,421010003002,201
1386,2012,421010004011,264
1387,2012,421010004021,52
1388,2012,421010004022,1325
1389,2012,421010005001,1940
1390,2012,421010006001,496
1391,2012,421010007001,97
1392,2012,421010007002,1015
1393,2012,421010007003,74
1394,2012,421010008011,89
1395,2012,421010008031,40
1396,2012,421010008032,64
1397,2012,421010008033,82
1398,2012,421010008034,28
1399,2012,421010008041,253
1400,2012,421010008042,122
1401,2012,421010008043,186
1402,2012,421010009011,363
1403,2012,421010009012,279
1404,2012,421010009021,107
1405,2012,421010009022,100
1406,2012,421010010011,88
1407,2012,421010010012,173
1408,2012,421010010021,401
1409,2012,421010010022,69
1410,2012,421010010023,129
1411,2012,421010011011,79
1412,2012,421010011012,94
1413,2012,421010011013,128
1414,2012,421010011014,70
1415,2012,421010011021,214
1416,2012,421010011022,81
1417,2012,421010012011,46
1418,2012,421010012012,49
1419,2012,421010012013,50
1420,2012,421010012014,51
1421,2012,421010012021,75
1422,2012,421010012022,72
1423,2012,421010012023,36
1424,2012,421010012024,71
1425,2012,421010012025,45
1426,2012,421010013001,63
1427,2012,421010013002,54
1428,2012,421010013003,73
1429,2012,421010013004,32
1430,2012,421010013005,154
1431,2012,421010014001,101
1432,2012,421010014002,48
1433,2012,421010014003,165
1434,2012,421010015001,130
1435,2012,421010015002,226
1436,2012,421010016001,301
1437,2012,421010016002,95
1438,2012,421010017001,61
1439,2012,421010017002,99
1440,2012,421010018001,39
1441,2012,421010018002,207
1442,2012,421010019001,65
1443,2012,421010019002,169
1444,2012,421010019003,200
1445,2012,421010020001,165
1446,2012,421010020002,89
1447,2012,421010021001,112
1448,2012,421010021002,350
1449,2012,421010022001,120
1450,2012,421010022002,212
1451,2012,421010022003,255
1452,2012,421010023001,74
1453,2012,421010023002,150
1454,2012,421010024001,59
1455,2012,421010024002,112
1456,2012,421010024003,129
1457,2012,421010024004,68
1458,2012,421010024005,186
1459,2012,421010025001,104
1460,2012,421010025002,86
1461,2012,421010025003,33
1462,2012,421010025004,146
1463,2012,421010027011,73
1464,2012,421010027012,151
1465,2012,421010027013,109
1466,2012,421010027021,114
1467,2012,421010027022,110
1468,2012,421010027023,63
1469,2012,421010027024,73
1470,2012,421010028011,84
1471,2012,421010028012,102
1472,2012,421010028013,74
1473,2012,421010028021,80
1474,2012,421010028022,75
1475,2012,421010028023,56
1476,2012,421010028024,52
1477,2012,421010028025,79
1478,2012,421010029001,147
1479,2012,421010029002,53
1480,2012,421010029003,178
1481,2012,421010030011,73
1482,2012,421010030012,122
1483,2012,421010030013,92
1484,2012,421010030014,85
1485,2012,421010030015,78
1486,2012,421010030021,94
1487,2012,421010030022,94
1488,2012,421010030023,92
1489,2012,421010030024,109
1490,2012,421010031001,240
1491,2012,421010031002,60
1492,2012,421010031003,77
1493,2012,421010031004,127
1494,2012,421010031005,153
1495,2012,421010031006,253
1496,2012,421010032001,207
1497,2012,421010032002,108
1498,2012,421010032003,171
1499,2012,421010032004,209
1500,2012,421010032005,138
1501,2012,421010032006,218
1502,2012,421010033001,318
1503,2012,421010033002,220
1504,2012,421010033003,107
1505,2012,421010033004,110
1506,2012,421010033005,199
1507,2012,421010033006,134
1508,2012,421010036001,235
1509,2012,421010036002,131
1510,2012,421010036003,364
1511,2012,421010036004,145
1512,2012,421010037011,164
1513,2012,421010037012,137
1514,2012,421010037013,282
1515,2012,421010037014,230
1516,2012,421010037015,148
1517,2012,421010037021,166
1518,2012,421010037022,149
1519,2012,421010037023,134
1520,2012,421010038001,64
1521,2012,421010038002,681
1522,2012,421010038003,60
1523,2012,421010038004,34
1524,2012,421010039011,264
1525,2012,421010039012,127
1526,2012,421010039013,129
1527,2012,421010039014,220
1528,2012,421010039021,98
1529,2012,421010039022,75
1530,2012,421010039023,84
1531,2012,421010039024,130
1532,2012,421010040011,74
1533,2012,421010040012,89
1534,2012,421010040013,117
1535,2012,421010040014,148
1536,2012,421010040021,98
1537,2012,421010040022,72
1538,2012,421010040023,96
1539,2012,421010040024,80
1540,2012,421010041011,155
1541,2012,421010041012,144
1542,2012,421010041013,193
1543,2012,421010041014,171
1544,2012,421010041021,335
1545,2012,421010041022,293
1546,2012,421010041023,93
1547,2012,421010041024,145
1548,2012,421010042011,45
1549,2012,421010042012,202
1550,2012,421010042013,37
1551,2012,421010042014,180
1552,2012,421010042021,111
1553,2012,421010042022,168
1554,2012,421010042023,104
1555,2012,421010042024,115
1556,2012,421010050001,26
1557,2012,421010054001,122
1558,2012,421010055001,144
1559,2012,421010055002,33
1560,2012,421010055003,159
1561,2012,421010056001,184
1562,2012,421010060001,145
1563,2012,421010060002,69
1564,2012,421010060003,113
1565,2012,421010060004,227
1566,2012,421010060005,115
1567,2012,421010061001,210
1568,2012,421010061002,101
1569,2012,421010062001,150
1570,2012,421010062002,154
1571,2012,421010062003,87
1572,2012,421010062004,419
1573,2012,421010063001,239
1574,2012,421010063002,181
1575,2012,421010063003,167
1576,2012,421010063004,400
1577,2012,421010064001,170
1578,2012,421010064002,108
1579,2012,421010064003,327
1580,2012,421010065001,150
1581,2012,421010065002,125
1582,2012,421010065003,191
1583,2012,421010065004,83
1584,2012,421010065005,72
1585,2012,421010065006,128
1586,2012,421010066001,295
1587,2012,421010066002,145
1588,2012,421010066003,326
1589,2012,421010066004,469
1590,2012,421010067001,96
1591,2012,421010067002,70
1592,2012,421010067003,123
1593,2012,421010067004,233
1594,2012,421010067005,301
1595,2012,421010067006,134
1596,2012,421010067007,166
1597,2012,421010069001,166
1598,2012,421010069002,123
1599,2012,421010069003,82
1600,2012,421010070001,116
1601,2012,421010070002,90
1602,2012,421010070003,194
1603,2012,421010070004,70
1604,2012,421010070005,124
1605,2012,421010071011,235
1606,2012,421010071012,233
1607,2012,421010071013,227
1608,2012,421010071021,130
1609,2012,421010071022,184
1610,2012,421010071023,89
1611,2012,421010071024,102
1612,2012,421010071025,123
1613,2012,421010072001,165
1614,2012,421010072002,72
1615,2012,421010072003,60
1616,2012,421010072004,95
1617,2012,421010072005,126
1618,2012,421010072006,175
1619,2012,421010073001,132
1620,2012,421010073002,127
1621,2012,421010073003,69
1622,2012,421010073004,158
1623,2012,421010074001,56
1624,2012,421010074002,92
1625,2012,421010074003,114
1626,2012,421010074004,261
1627,2012,421010074005,112
1628,2012,421010077001,58
1629,2012,421010077002,57
1630,2012,421010078001,56
1631,2012,421010078002,38
1632,2012,421010078003,68
1633,2012,421010078004,78
1634,2012,421010078005,82
1635,2012,421010079001,61
1636,2012,421010079002,72
1637,2012,421010079003,113
1638,2012,421010079004,63
1639,2012,421010080001,109
1640,2012,421010080002,83
1641,2012,421010080003,85
1642,2012,421010080004,233
1643,2012,421010081011,116
1644,2012,421010081012,150
1645,2012,421010081013,61
1646,2012,421010081021,81
1647,2012,421010081022,78
1648,2012,421010081023,60
1649,2012,421010081024,130
1650,2012,421010081025,161
1651,2012,421010082001,78
1652,2012,421010082002,74
1653,2012,421010082003,147
1654,2012,421010082004,51
1655,2012,421010082005,95
1656,2012,421010082006,75
1657,2012,421010082007,76
1658,2012,421010083011,157
1659,2012,421010083012,123
1660,2012,421010083013,125
1661,2012,421010083021,98
1662,2012,421010083022,345
1663,2012,421010083023,192
1664,2012,421010083024,147
1665,2012,421010084001,91
1666,2012,421010084002,98
1667,2012,421010084003,90
1668,2012,421010084004,222
1669,2012,421010084005,90
1670,2012,421010084006,122
1671,2012,421010085001,140
1672,2012,421010085002,92
1673,2012,421010085003,95
1674,2012,421010085004,148
1675,2012,421010085005,182
1676,2012,421010085006,110
1677,2012,421010085007,205
1678,2012,421010086011,118
1679,2012,421010086012,120
1680,2012,421010086021,198
1681,2012,421010086022,102
1682,2012,421010086023,123
1683,2012,421010087011,51
1684,2012,421010087012,75
1685,2012,421010087013,109
1686,2012,421010087021,122
1687,2012,421010087022,48
1688,2012,421010088011,141
1689,2012,421010088012,55
1690,2012,421010088021,37
1691,2012,421010088022,120
1692,2012,421010088023,196
1693,2012,421010088024,88
1694,2012,421010090001,45
1695,2012,421010090002,83
1696,2012,421010090003,111
1697,2012,421010090004,109
1698,2012,421010091001,68
1699,2012,421010091002,187
1700,2012,421010091003,108
1701,2012,421010092001,368
1702,2012,421010092002,199
1703,2012,421010093001,55
1704,2012,421010093002,113
1705,2012,421010093003,143
1706,2012,421010093004,589
1707,2012,421010093005,221
1708,2012,421010094001,120
1709,2012,421010094002,241
1710,2012,421010094003,183
1711,2012,421010094004,248
1712,2012,421010095001,162
1713,2012,421010095002,85
1714,2012,421010095003,421
1715,2012,421010095004,245
1716,2012,421010096001,275
1717,2012,421010096002,249
1718,2012,421010096003,112
1719,2012,421010096004,88
1720,2012,421010096005,126
1721,2012,421010098011,55
1722,2012,421010098012,167
1723,2012,421010098021,116
1724,2012,421010098022,131
1725,2012,421010098023,91
1726,2012,421010100001,151
1727,2012,421010100002,81
1728,2012,421010100003,71
1729,2012,421010100004,158
1730,2012,421010101001,119
1731,2012,421010101002,220
1732,2012,421010101003,121
1733,2012,421010101004,122
1734,2012,421010101005,135
1735,2012,421010101006,120
1736,2012,421010101007,72
1737,2012,421010102001,100
1738,2012,421010102002,397
1739,2012,421010102003,245
1740,2012,421010103001,461
1741,2012,421010103002,232
1742,2012,421010104001,71
1743,2012,421010104002,109
1744,2012,421010104003,239
1745,2012,421010104004,115
1746,2012,421010105001,78
1747,2012,421010105002,423
1748,2012,421010105003,159
1749,2012,421010106001,134
1750,2012,421010106002,502
1751,2012,421010107001,58
1752,2012,421010107002,525
1753,2012,421010107003,123
1754,2012,421010107004,121
1755,2012,421010108001,55
1756,2012,421010108002,132
1757,2012,421010108003,152
1758,2012,421010108004,118
1759,2012,421010108005,96
1760,2012,421010109001,93
1761,2012,421010109002,65
1762,2012,421010109003,145
1763,2012,421010110001,78
1764,2012,421010110002,93
1765,2012,421010110003,127
1766,2012,421010110004,103
1767,2012,421010111001,253
1768,2012,421010111002,156
1769,2012,421010111003,252
1770,2012,421010111004,366
1771,2012,421010111005,299
1772,2012,421010112001,110
1773,2012,421010112002,153
1774,2012,421010112003,123
1775,2012,421010112004,186
1776,2012,421010112005,133
1777,2012,421010112006,111
1778,2012,421010112007,161
1779,2012,421010113001,127
1780,2012,421010113002,231
1781,2012,421010113003,106
1782,2012,421010114001,143
1783,2012,421010114002,105
1784,2012,421010114003,140
1785,2012,421010114004,158
1786,2012,421010114005,152
1787,2012,421010114006,168
1788,2012,421010115001,54
1789,2012,421010115002,125
1790,2012,421010115003,88
1791,2012,421010115004,100
1792,2012,421010117001,126
1793,2012,421010118001,40
1794,2012,421010118002,89
1795,2012,421010118003,248
1796,2012,421010118004,55
1797,2012,421010118005,183
1798,2012,421010118006,64
1799,2012,421010119001,113
1800,2012,421010119002,135
1801,2012,421010119003,160
1802,2012,421010119004,53
1803,2012,421010119005,29
1804,2012,421010120001,23
1805,2012,421010120002,60
1806,2012,421010121001,93
1807,2012,421010121002,76
1808,2012,421010122011,41
1809,2012,421010122012,51
1810,2012,421010122031,162
1811,2012,421010122041,43
1812,2012,421010122042,117
1813,2012,421010125001,233
1814,2012,421010125002,136
1815,2012,421010125003,188
1816,2012,421010131001,111
1817,2012,421010131002,142
1818,2012,421010132001,127
1819,2012,421010132002,304
1820,2012,421010133001,204
1821,2012,421010133002,356
1822,2012,421010134011,87
1823,2012,421010134012,54
1824,2012,421010134021,103
1825,2012,421010134022,83
1826,2012,421010134023,88
1827,2012,421010135001,72
1828,2012,421010135002,78
1829,2012,421010135003,31
1830,2012,421010135004,201
1831,2012,421010136011,53
1832,2012,421010136012,47
1833,2012,421010136021,59
1834,2012,421010136022,47
1835,2012,421010136023,43
1836,2012,421010136024,27
1837,2012,421010137001,101
1838,2012,421010137002,151
1839,2012,421010137003,98
1840,2012,421010137004,109
1841,2012,421010137005,129
1842,2012,421010138001,163
1843,2012,421010138002,289
1844,2012,421010139001,248
1845,2012,421010139002,169
1846,2012,421010139003,128
1847,2012,421010140001,477
1848,2012,421010140002,117
1849,2012,421010140003,204
1850,2012,421010141001,264
1851,2012,421010141002,222
1852,2012,421010142001,105
1853,2012,421010142002,514
1854,2012,421010143001,386
1855,2012,421010143002,45
1856,2012,421010144001,71
1857,2012,421010144002,298
1858,2012,421010144003,100
1859,2012,421010145001,134
1860,2012,421010145002,130
1861,2012,421010146001,318
1862,2012,421010146002,43
1863,2012,421010146003,54
1864,2012,421010147001,246
1865,2012,421010147002,601
1866,2012,421010148001,286
1867,2012,421010149001,255
1868,2012,421010149002,66
1869,2012,421010149003,96
1870,2012,421010149004,98
1871,2012,421010149005,56
1872,2012,421010149006,66
1873,2012,421010151011,92
1874,2012,421010151012,165
1875,2012,421010151021,239
1876,2012,421010151022,184
1877,2012,421010151023,245
1878,2012,421010152001,129
1879,2012,421010152002,436
1880,2012,421010152003,127
1881,2012,421010152004,286
1882,2012,421010152005,93
1883,2012,421010153001,161
1884,2012,421010153002,220
1885,2012,421010153003,252
1886,2012,421010153004,544
1887,2012,421010156001,119
1888,2012,421010156002,180
1889,2012,421010157001,80
1890,2012,421010157002,79
1891,2012,421010157003,228
1892,2012,421010158001,100
1893,2012,421010158002,94
1894,2012,421010158003,148
1895,2012,421010158004,40
1896,2012,421010158005,82
1897,2012,421010158006,63
1898,2012,421010160001,90
1899,2012,421010160002,101
1900,2012,421010160003,210
1901,2012,421010160004,119
1902,2012,421010160005,108
1903,2012,421010160006,201
1904,2012,421010160007,85
1905,2012,421010161001,357
1906,2012,421010161002,287
1907,2012,421010161003,161
1908,2012,421010161004,144
1909,2012,421010162001,179
1910,2012,421010162002,148
1911,2012,421010162003,48
1912,2012,421010163001,302
1913,2012,421010163002,250
1914,2012,421010163003,93
1915,2012,421010163004,267
1916,2012,421010164001,228
1917,2012,421010164002,86
1918,2012,421010164003,202
1919,2012,421010164004,216
1920,2012,421010165001,112
1921,2012,421010165002,113
1922,2012,421010165003,380
1923,2012,421010166001,267
1924,2012,421010166002,141
1925,2012,421010167011,186
1926,2012,421010167012,146
1927,2012,421010167013,296
1928,2012,421010167021,86
1929,2012,421010167022,120
1930,2012,421010167023,237
1931,2012,421010167024,168
1932,2012,421010168001,117
1933,2012,421010168002,41
1934,2012,421010168003,76
1935,2012,421010168004,87
1936,2012,421010168005,75
1937,2012,421010168006,165
1938,2012,421010169011,207
1939,2012,421010169012,159
1940,2012,421010169013,289
1941,2012,421010169021,217
1942,2012,421010169022,166
1943,2012,421010169023,210
1944,2012,421010169024,131
1945,2012,421010170001,99
1946,2012,421010170002,131
1947,2012,421010170003,98
1948,2012,421010171001,100
1949,2012,421010171002,104
1950,2012,421010171003,223
1951,2012,421010171004,138
1952,2012,421010172011,165
1953,2012,421010172012,187
1954,2012,421010172013,191
1955,2012,421010172021,143
1956,2012,421010172022,157
1957,2012,421010172023,141
1958,2012,421010172024,182
1959,2012,421010173001,120
1960,2012,421010173002,635
1961,2012,421010174001,205
1962,2012,421010174002,288
1963,2012,421010175001,186
1964,2012,421010175002,203
1965,2012,421010175003,240
1966,2012,421010175004,143
1967,2012,421010175005,254
1968,2012,421010175006,285
1969,2012,421010176011,145
1970,2012,421010176012,219
1971,2012,421010176013,1253
1972,2012,421010176014,639
1973,2012,421010176015,236
1974,2012,421010176021,467
1975,2012,421010176022,869
1976,2012,421010176023,262
1977,2012,421010177011,622
1978,2012,421010177012,539
1979,2012,421010177013,223
1980,2012,421010177021,1027
1981,2012,421010177022,853
1982,2012,421010177023,199
1983,2012,421010177024,401
1984,2012,421010177025,291
1985,2012,421010178001,284
1986,2012,421010178002,165
1987,2012,421010178003,117
1988,2012,421010178004,147
1989,2012,421010178005,316
1990,2012,421010178006,194
1991,2012,421010178007,487
1992,2012,421010179001,145
1993,2012,421010179002,183
1994,2012,421010179003,85
1995,2012,421010179004,222
1996,2012,421010179005,195
1997,2012,421010180011,106
1998,2012,421010180012,95
1999,2012,421010180013,95
2000,2012,421010180021,118
2001,2012,421010180022,96
2002,2012,421010180023,166
2003,2012,421010180024,69
2004,2012,421010183001,67
2005,2012,421010183002,63
2006,2012,421010183003,89
2007,2012,421010183004,54
2008,2012,421010184001,60
2009,2012,421010184002,157
2010,2012,421010188001,147
2011,2012,421010188002,108
2012,2012,421010188003,243
2013,2012,421010188004,128
2014,2012,421010188005,221
2015,2012,421010188006,165
2016,2012,421010188007,373
2017,2012,421010190001,169
2018,2012,421010190002,111
2019,2012,421010190003,109
2020,2012,421010190004,100
2021,2012,421010190005,444
2022,2012,421010191001,77
2023,2012,421010191002,99
2024,2012,421010191003,160
2025,2012,421010191004,131
2026,2012,421010191005,326
2027,2012,421010191006,80
2028,2012,421010192001,125
2029,2012,421010192002,180
2030,2012,421010192003,214
2031,2012,421010192004,682
2032,2012,421010192005,248
2033,2012,421010192006,72
2034,2012,421010195011,221
2035,2012,421010195012,355
2036,2012,421010195013,173
2037,2012,421010195021,150
2038,2012,421010195022,253
2039,2012,421010195023,98
2040,2012,421010197001,163
2041,2012,421010197002,111
2042,2012,421010197003,112
2043,2012,421010197004,122
2044,2012,421010197005,104
2045,2012,421010197006,137
2046,2012,421010198001,117
2047,2012,421010198002,100
2048,2012,421010198003,70
2049,2012,421010198004,88
2050,2012,421010198005,159
2051,2012,421010198006,174
2052,2012,421010199001,215
2053,2012,421010199002,184
2054,2012,421010199003,146
2055,2012,421010199004,283
2056,2012,421010200001,133
2057,2012,421010200002,392
2058,2012,421010201011,355
2059,2012,421010201012,229
2060,2012,421010201013,171
2061,2012,421010201021,152
2062,2012,421010201022,132
2063,2012,421010201023,245
2064,2012,421010201024,118
2065,2012,421010202001,208
2066,2012,421010202002,89
2067,2012,421010202003,105
2068,2012,421010202004,145
2069,2012,421010202005,190
2070,2012,421010202006,96
2071,2012,421010203001,400
2072,2012,421010203002,501
2073,2012,421010204001,99
2074,2012,421010204002,117
2075,2012,421010204003,132
2076,2012,421010204004,164
2077,2012,421010205001,314
2078,2012,421010205002,257
2079,2012,421010206001,257
2080,2012,421010207001,80
2081,2012,421010207002,20
2082,2012,421010207003,110
2083,2012,421010207004,198
2084,2012,421010208001,72
2085,2012,421010208002,72
2086,2012,421010209001,32
2087,2012,421010209002,15
2088,2012,421010209003,85
2089,2012,421010209004,32
2090,2012,421010210001,104
2091,2012,421010210002,48
2092,2012,421010210003,48
2093,2012,421010210004,206
2094,2012,421010210005,45
2095,2012,421010211001,50
2096,2012,421010211002,87
2097,2012,421010212001,85
2098,2012,421010212002,93
2099,2012,421010213001,59
2100,2012,421010213002,71
2101,2012,421010213003,49
2102,2012,421010213004,45
2103,2012,421010213005,55
2104,2012,421010214001,143
2105,2012,421010214002,40
2106,2012,421010214003,45
2107,2012,421010214004,66
2108,2012,421010214005,54
2109,2012,421010215001,54
2110,2012,421010215002,77
2111,2012,421010215003,75
2112,2012,421010215004,36
2113,2012,421010216001,44
2114,2012,421010216002,105
2115,2012,421010217001,67
2116,2012,421010217002,86
2117,2012,421010217003,68
2118,2012,421010217004,29
2119,2012,421010218001,61
2120,2012,421010218002,67
2121,2012,421010218003,33
2122,2012,421010219001,71
2123,2012,421010220001,58
2124,2012,421010231001,81
2125,2012,421010235001,67
2126,2012,421010236001,48
2127,2012,421010236002,48
2128,2012,421010236003,43
2129,2012,421010237001,87
2130,2012,421010237002,121
2131,2012,421010237003,50
2132,2012,421010237004,76
2133,2012,421010238001,77
2134,2012,421010238002,121
2135,2012,421010238003,101
2136,2012,421010238004,88
2137,2012,421010238005,75
2138,2012,421010239001,66
2139,2012,421010239002,18
2140,2012,421010240001,91
2141,2012,421010240002,160
2142,2012,421010240003,45
2143,2012,421010240004,80
2144,2012,421010241001,650
2145,2012,421010242001,157
2146,2012,421010242002,140
2147,2012,421010242003,167
2148,2012,421010242004,153
2149,2012,421010243001,124
2150,2012,421010243002,209
2151,2012,421010243003,89
2152,2012,421010243004,85
2153,2012,421010244001,154
2154,2012,421010244002,120
2155,2012,421010244003,206
2156,2012,421010245001,208
2157,2012,421010245002,154
2158,2012,421010245003,200
2159,2012,421010245004,115
2160,2012,421010246001,149
2161,2012,421010246002,169
2162,2012,421010246003,409
2163,2012,421010247001,146
2164,2012,421010247002,234
2165,2012,421010247003,157
2166,2012,421010247004,304
2167,2012,421010247005,127
2168,2012,421010248001,57
2169,2012,421010248002,177
2170,2012,421010249001,142
2171,2012,421010249002,106
2172,2012,421010249003,91
2173,2012,421010249004,99
2174,2012,421010252001,91
2175,2012,421010252002,108
2176,2012,421010252003,87
2177,2012,421010252004,62
2178,2012,421010252005,128
2179,2012,421010252006,111
2180,2012,421010252007,118
2181,2012,421010253001,124
2182,2012,421010253002,62
2183,2012,421010253003,71
2184,2012,421010253004,55
2185,2012,421010253005,78
2186,2012,421010254001,27
2187,2012,421010254002,77
2188,2012,421010254003,51
2189,2012,421010254004,83
2190,2012,421010255001,44
2191,2012,421010255002,67
2192,2012,421010255003,81
2193,2012,421010256001,49
2194,2012,421010256002,47
2195,2012,421010256003,47
2196,2012,421010257001,79
2197,2012,421010257002,34
2198,2012,421010257003,28
2199,2012,421010258001,82
2200,2012,421010259001,106
2201,2012,421010259002,41
2202,2012,421010259003,55
2203,2012,421010259004,48
2204,2012,421010259005,47
2205,2012,421010259006,28
2206,2012,421010260001,65
2207,2012,421010260002,56
2208,2012,421010260003,63
2209,2012,421010261001,76
2210,2012,421010261002,56
2211,2012,421010261003,55
2212,2012,421010262001,35
2213,2012,421010262002,35
2214,2012,421010262003,62
2215,2012,421010262004,100
2216,2012,421010263011,83
2217,2012,421010263012,36
2218,2012,421010263013,65
2219,2012,421010263014,38
2220,2012,421010263021,69
2221,2012,421010263022,131
2222,2012,421010263023,69
