GEOID,pred_evictions
421010036003,65.5
421010069001,65.5
421010239002,65.5
421010243002,65.5
421010268001,65.5
421010273003,65.5
421010301002,65.5
421010361001,65.5
421010373003,65.5
421010092001,53.5
421010140001,53.5
421010353021,53.5
421010357012,53.5
421010201013,42.77777777777778
421010238004,42.77777777777778
421010242002,42.77777777777778
421010268002,42.77777777777778
421010270002,42.77777777777778
421010301001,42.77777777777778
421010334004,42.77777777777778
421010033001,41.75
421010238002,41.75
421010257001,41.75
421010300004,41.75
421010362011,41.75
421010037013,34.2
421010179004,34.2
421010244003,34.2
421010305011,34.2
421010307001,34.2
421010333003,34.2
421010337011,34.2
421010055003,30.6
421010313004,30.6
421010243003,30.5
421010240004,27.4
421010279021,27.4
421010309003,27.4
421010086022,26.333333333333332
421010165003,26.333333333333332
421010206001,26.333333333333332
421010239001,26.333333333333332
421010276001,26.333333333333332
421010294002,26.333333333333332
421010300007,26.333333333333332
421010338002,26.333333333333332
421010346001,26.333333333333332
421010348021,26.333333333333332
421010377002,26.333333333333332
421010032006,25.0
421010122012,25.0
421010192004,25.0
421010298005,25.0
421010299004,25.0
421010300002,25.0
421010312003,25.0
421010347012,25.0
421010365011,25.0
421010389003,25.0
421010063004,24.5
421010177011,24.5
421010201011,24.5
421010348022,24.166666666666668
421010151021,24.0
421010188003,24.0
421010278002,24.0
421010293002,24.0
421010302001,24.0
421010325003,24.0
421010356022,24.0
421010001002,23.0
421010008011,23.0
421010056001,21.555555555555557
421010064001,21.555555555555557
421010098021,21.555555555555557
421010122031,21.555555555555557
421010152002,21.555555555555557
421010161002,21.555555555555557
421010178003,21.555555555555557
421010242004,21.555555555555557
421010259001,21.555555555555557
421010261003,21.555555555555557
421010280002,21.555555555555557
421010285001,21.555555555555557
421010292001,21.555555555555557
421010355003,21.555555555555557
421010083022,21.5
421010085002,21.5
421010102003,21.5
421010114001,21.5
421010142002,21.5
421010179002,21.5
421010203002,21.5
421010282001,21.5
421010283006,21.5
421010321001,21.5
421010325004,21.5
421010345022,21.5
421010347021,21.5
421019800001,21.5
421010031006,20.666666666666668
421010054001,20.666666666666668
421010074004,20.666666666666668
421010085006,20.666666666666668
421010110001,20.666666666666668
421010133002,20.666666666666668
421010169024,20.666666666666668
421010208001,20.666666666666668
421010245002,20.666666666666668
421010249001,20.666666666666668
421010298002,20.666666666666668
421010166001,20.5
421010041022,19.285714285714285
421010063002,19.285714285714285
421010066004,19.285714285714285
421010077001,19.285714285714285
421010094002,19.285714285714285
421010094004,19.285714285714285
421010098011,19.285714285714285
421010100001,19.285714285714285
421010151023,19.285714285714285
421010201021,19.285714285714285
421010218003,19.285714285714285
421010294003,19.285714285714285
421010330004,19.285714285714285
421010067005,19.25
421010086011,19.25
421010103001,19.25
421010107004,19.25
421010151012,19.25
421010177013,19.25
421010188007,19.25
421010237003,19.25
421010240003,19.25
421010300006,19.25
421010039014,18.333333333333332
421010065006,18.333333333333332
421010081024,18.333333333333332
421010169023,18.333333333333332
421010190004,18.333333333333332
421010202003,18.333333333333332
421010274024,18.333333333333332
421010107002,18.285714285714285
421010177022,18.285714285714285
421010243001,18.285714285714285
421010283007,18.285714285714285
421010323003,18.285714285714285
421010325001,18.0
421010336003,18.0
421010033006,17.0
421010063003,17.0
421010167013,17.0
421010173002,17.0
421010200002,17.0
421010205001,17.0
421010252007,17.0
421010286001,17.0
421010312002,17.0
421010121001,16.77777777777778
421010178004,16.77777777777778
421010190005,16.77777777777778
421010195012,16.77777777777778
421010203001,16.77777777777778
421010009011,16.714285714285715
421010325002,16.714285714285715
421010349002,16.714285714285715
421010390001,16.714285714285715
421010139002,16.0
421010147002,16.0
421010153003,15.833333333333334
421010174001,15.833333333333334
421010199003,15.833333333333334
421010281001,15.833333333333334
421010284001,15.833333333333334
421010289011,15.833333333333334
421010311012,15.833333333333334
421010341002,15.833333333333334
421010063001,15.6
421010086012,15.6
421010119002,15.6
421010161001,15.6
421010178001,15.6
421010277001,15.6
421010357011,15.6
421010062004,15.555555555555555
421010067004,15.555555555555555
421010113002,15.555555555555555
