classifier,explained_variance,mean_squared_error,parameters,r2,root_mean_squared_error,split
SVR,0.8398596083276565,12.701738071691722,{'C': 0.01},0.8342752612783143,3.563949785237121,1
SVR,0.873622112612203,9.822087233263845,{'C': 0.1},0.8718472360832223,3.1340209369536516,1
DTR,0.8300473061747062,13.039639675011962,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 2}",0.8298665217335516,3.611044125320537,1
DTR,0.8426483594414286,12.06390539338893,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 5}",0.8425973234530545,3.4733133163290826,1
DTR,0.8380533852553791,12.426544471071752,"{'max_depth': 5, 'max_features': None, 'min_samples_split': 10}",0.8378658240267516,3.525130419015976,1
DTR,0.9079009375586528,7.068862275449102,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 2}",0.9077696810431586,2.658733208776146,1
DTR,0.8649822369658626,10.372796074517632,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 5}",0.8646619140183697,3.2206825479263914,1
DTR,0.8901048683415962,8.438352380532773,"{'max_depth': 50, 'max_features': None, 'min_samples_split': 10}",0.8899013870690649,2.9048842284216376,1
RFR,0.7679921805287407,17.895621600796478,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.766508552033214,4.2303216899896015,1
RFR,0.7567152049036439,18.776771616382046,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000}",0.7550118296725963,4.333217236232456,1
RFR,0.7408460878297634,20.01009120629325,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.738920207750877,4.473264043882637,1
RFR,0.7593459159553526,18.570885152680564,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000}",0.7576981140386159,4.3093949868491475,1
RFR,0.7625198696355846,18.29321349310836,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.7613210090293083,4.277056638987653,1
RFR,0.7529439660724564,19.0663227847291,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000}",0.7512339379029794,4.36650006123086,1
RFR,0.6740470206846376,25.19176637375417,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.6713127859617316,5.019140003402392,1
RFR,0.690925455953467,23.852764905913553,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000}",0.6887832822948594,4.883929248659685,1
RFR,0.6563116454341695,26.694427969967506,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.6517069494207803,5.166665072362201,1
RFR,0.6883954329710268,24.078851384241553,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.6858334401285406,4.907020621949897,1
RFR,0.6706201739221553,25.48707970959269,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.667459712851057,5.048473007711608,1
RFR,0.6731067020159085,25.280101935751347,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.6701602359839895,5.027932172946583,1
RFR,0.8393570707799329,12.477033863082239,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.8372070684098488,3.532284510494906,1
RFR,0.8440485147893858,12.116781341344241,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000}",0.8419074294708218,3.4809167386400155,1
RFR,0.8318330122781961,13.037076704759734,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.8298999618480465,3.6106892284936034,1
RFR,0.8395758651217792,12.485026693577417,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000}",0.8371027827020202,3.5334157261179184,1
RFR,0.8181210070785677,14.150212611459725,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.8153764252849112,3.7616768350643475,1
RFR,0.818161695077747,14.182470951169572,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000}",0.8149555376166381,3.765962154771284,1
RFR,0.7828728046317088,16.853084699133138,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.7801109546855671,4.105250869208012,1
RFR,0.797739095986832,15.722060083043125,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000}",0.794867892510246,3.9651053054166323,1
RFR,0.799801722230218,15.612458896193505,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",0.7962979037379788,3.95126041867573,1
RFR,0.7924687679192945,16.146562802681245,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 1000}",0.7893292330054131,4.018278586992351,1
RFR,0.7736373562454284,17.694521696766007,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",0.769132384209905,4.206485670576569,1
RFR,0.7733723272921539,17.67110197971662,"{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000}",0.7694379507762316,4.203700986002289,1
SVR,0.8413603427123422,14.334374129877055,{'C': 0.01},0.8063779626023017,3.786076350244017,2
SVR,0.8629725439585736,11.64822257783827,{'C': 0.1},0.8426612444220988,3.412949249232732,2
